sound,description,anterior,approximant,atr,back,breathy,centralized,click,consonantal,constricted,continuant,coronal,creaky,distributed,dorsal,glottal,high,labial,laminal,lateral,length,low,nasal,pharyngeal,preaspirated,preglottalized,prenasal,retracted,rhotacized,round,sibilant,sonorant,spread,strident,syllabic,tense,tone_contour,tone_end,tone_level,tone_peak,tone_start,trilled,vibrant,voice
ŋǀǀ,anterior=1 click=1 consonantal=1 coronal=1 distributed=-1 lateral=1 nasal=1 syllabic=-1 voice=1,1,0,0,0,0,0,1,1,0,0,1,0,-1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1
ŋǁ,anterior=1 click=1 consonantal=1 coronal=1 distributed=-1 lateral=1 nasal=1 syllabic=-1 voice=1,1,0,0,0,0,0,1,1,0,0,1,0,-1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1
ŋǂ,click=1 consonantal=1 coronal=1 nasal=1 syllabic=-1 voice=1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1
ŋǃ,anterior=1 click=1 consonantal=1 coronal=1 distributed=-1 nasal=1 syllabic=-1 voice=1,1,0,0,0,0,0,1,1,0,0,1,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1
ŋǃǃ,click=1 consonantal=1 coronal=1 distributed=-1 nasal=1 syllabic=-1 voice=1,0,0,0,0,0,0,1,1,0,0,1,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1
ŋʘ,click=1 consonantal=1 nasal=1 syllabic=-1 voice=1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1
ŋʷ,consonantal=1 distributed=-1 dorsal=1 labial=1 nasal=1 syllabic=-1 voice=1,0,0,0,0,0,0,0,1,0,0,0,0,-1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1
ŋː,consonantal=1 dorsal=1 length=1 nasal=1 syllabic=-1 voice=1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1
ŋ̊,consonantal=1 dorsal=1 nasal=1 syllabic=-1 voice=-1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1
ŋ̊ǀ,anterior=1 click=1 consonantal=1 coronal=1 distributed=1 nasal=1 syllabic=-1 voice=-1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1
ŋ̊ǀǀ,anterior=1 click=1 consonantal=1 coronal=1 distributed=-1 lateral=1 nasal=1 syllabic=-1 voice=-1,1,0,0,0,0,0,1,1,0,0,1,0,-1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1
ŋ̊ǁ,anterior=1 click=1 consonantal=1 coronal=1 distributed=-1 lateral=1 nasal=1 syllabic=-1 voice=-1,1,0,0,0,0,0,1,1,0,0,1,0,-1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1
ŋ̊ǂ,click=1 consonantal=1 coronal=1 nasal=1 syllabic=-1 voice=-1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1
ŋ̊ǃ,anterior=1 click=1 consonantal=1 coronal=1 distributed=-1 nasal=1 syllabic=-1 voice=-1,1,0,0,0,0,0,1,1,0,0,1,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1
ŋ̊ǃǃ,click=1 consonantal=1 coronal=1 distributed=-1 nasal=1 syllabic=-1 voice=-1,0,0,0,0,0,0,1,1,0,0,1,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1
ŋ̊ʘ,click=1 consonantal=1 nasal=1 syllabic=-1 voice=-1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1
ŋ̍,consonantal=1 dorsal=1 nasal=1 syllabic=1 voice=1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
ŋ̥,consonantal=1 dorsal=1 nasal=1 syllabic=-1 voice=-1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1
ŋ̥m̥,anterior=1 consonantal=1 dorsal=1 labial=1 nasal=1 syllabic=-1 voice=-1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1
ŋ̩,consonantal=1 dorsal=1 nasal=1 syllabic=1 voice=1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
œ,back=-1 consonantal=-1 high=-1 low=1 round=1 syllabic=1,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
œː,back=-1 consonantal=-1 high=-1 length=1 low=1 round=1 syllabic=1,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
œ̃,back=-1 consonantal=-1 high=-1 low=1 nasal=1 round=1 syllabic=1,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
œ̃ː,back=-1 consonantal=-1 high=-1 length=1 low=1 nasal=1 round=1 syllabic=1,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ƛ,anterior=1 consonantal=1 continuant=-1 coronal=1 distributed=-1 lateral=1 strident=1 syllabic=-1 voice=-1,1,0,0,0,0,0,0,1,0,-1,1,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,-1
ƫ,atr=1 consonantal=1 continuant=-1 distributed=-1 dorsal=1 syllabic=-1 voice=-1,0,0,1,0,0,0,0,1,0,-1,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1
ǀ,anterior=1 click=1 consonantal=1 continuant=-1 coronal=1 distributed=1 sonorant=-1 syllabic=-1 voice=-1,1,0,0,0,0,0,1,1,0,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,-1
ǁ,anterior=1 click=1 consonantal=1 continuant=-1 coronal=1 distributed=-1 lateral=1 sonorant=-1 syllabic=-1 voice=-1,1,0,0,0,0,0,1,1,0,-1,1,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,-1
ǂ,click=1 consonantal=1 continuant=-1 coronal=1 sonorant=-1 syllabic=-1 voice=-1,0,0,0,0,0,0,1,1,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,-1
ǃ,anterior=1 click=1 consonantal=1 continuant=-1 coronal=1 distributed=-1 sonorant=-1 syllabic=-1 voice=-1,1,0,0,0,0,0,1,1,0,-1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,-1
ǃǃ,click=1 consonantal=1 continuant=-1 coronal=1 distributed=-1 sonorant=-1 syllabic=-1 voice=-1,0,0,0,0,0,0,1,1,0,-1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,-1
ȡ,consonantal=1 continuant=-1 coronal=1 dorsal=1 syllabic=-1 voice=1,0,0,0,0,0,0,0,1,0,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1
ȴ,approximant=1 consonantal=1 coronal=1 dorsal=1 lateral=1 sonorant=1 syllabic=-1 voice=1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,1
ȵ,consonantal=1 coronal=1 dorsal=1 nasal=1 syllabic=-1 voice=1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1
ȵ̊,consonantal=1 coronal=1 dorsal=1 nasal=1 syllabic=-1 voice=-1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1
ȵ̥,consonantal=1 coronal=1 dorsal=1 nasal=1 syllabic=-1 voice=-1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1
ȶ,consonantal=1 continuant=-1 coronal=1 dorsal=1 syllabic=-1 voice=-1,0,0,0,0,0,0,0,1,0,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1
ȸ,consonantal=1 continuant=-1 labial=1 syllabic=-1 voice=1,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1
ȹ,consonantal=1 continuant=-1 labial=1 syllabic=-1 voice=-1,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1
ɐ,centralized=1 consonantal=-1 low=1 round=-1 syllabic=1 tense=-1,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,1,-1,0,0,0,0,0,0,0,0
ɐː,centralized=1 consonantal=-1 length=1 low=1 round=-1 syllabic=1 tense=-1,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,-1,0,0,0,0,1,-1,0,0,0,0,0,0,0,0
ɐ̃,centralized=1 consonantal=-1 low=1 nasal=1 round=-1 syllabic=1 tense=-1,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,0,0,0,0,1,-1,0,0,0,0,0,0,0,0
ɐ̃ː,centralized=1 consonantal=-1 length=1 low=1 nasal=1 round=-1 syllabic=1 tense=-1,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,-1,0,0,0,0,1,-1,0,0,0,0,0,0,0,0
ɐ̯,centralized=1 consonantal=-1 low=1 round=-1 syllabic=-1 tense=-1,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0
ɐ̹,centralized=1 consonantal=-1 low=1 round=1 syllabic=1 tense=-1,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,-1,0,0,0,0,0,0,0,0
ɐ̹ː,centralized=1 consonantal=-1 length=1 low=1 round=1 syllabic=1 tense=-1,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,-1,0,0,0,0,0,0,0,0
ɑ,back=1 consonantal=-1 low=1 round=-1 syllabic=1 tense=1,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ɑː,back=1 consonantal=-1 length=1 low=1 round=-1 syllabic=1 tense=1,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,-1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ɑːː,back=1 consonantal=-1 length=2 low=1 round=-1 syllabic=1 tense=1,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,-1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ɑ̃,back=1 consonantal=-1 low=1 nasal=1 round=-1 syllabic=1 tense=1,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ɑ̃ː,back=1 consonantal=-1 length=1 low=1 nasal=1 round=-1 syllabic=1 tense=1,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,-1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ɑ̟,atr=1 back=1 consonantal=-1 low=1 round=-1 syllabic=1 tense=1,0,0,1,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ɒ,back=1 consonantal=-1 low=1 round=1 syllabic=1 tense=1,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ɒː,back=1 consonantal=-1 length=1 low=1 round=1 syllabic=1 tense=1,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ɒ̃,back=1 consonantal=-1 low=1 nasal=1 round=1 syllabic=1 tense=1,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ɒ̃ː,back=1 consonantal=-1 length=1 low=1 nasal=1 round=1 syllabic=1 tense=1,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ɓ,anterior=1 consonantal=1 constricted=1 labial=1 syllabic=-1 voice=1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1
ɓʲ,anterior=1 atr=1 consonantal=1 constricted=1 dorsal=1 labial=1 syllabic=-1 voice=1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1
ɔ,back=1 consonantal=-1 high=-1 low=1 round=1 syllabic=1,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ɔː,back=1 consonantal=-1 high=-1 length=1 low=1 round=1 syllabic=1,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ɔːː,back=1 consonantal=-1 high=-1 length=2 low=1 round=1 syllabic=1,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ɔ̃,back=1 consonantal=-1 high=-1 low=1 nasal=1 round=1 syllabic=1,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ɔ̃ː,back=1 consonantal=-1 high=-1 length=1 low=1 nasal=1 round=1 syllabic=1,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ɔ̑,back=1 consonantal=-1 high=-1 low=1 round=1 syllabic=-1,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0
ɔ̞̈,centralized=1 consonantal=-1 low=1 round=1 syllabic=1 tense=-1,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,-1,0,0,0,0,0,0,0,0
ɔ̞̈ː,centralized=1 consonantal=-1 length=1 low=1 round=1 syllabic=1 tense=-1,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,-1,0,0,0,0,0,0,0,0
ɔ̤ːː,back=1 breathy=1 consonantal=-1 high=-1 length=2 low=1 round=1 syllabic=1,0,0,0,1,1,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ɔ̯,back=1 consonantal=-1 high=-1 low=1 round=1 syllabic=-1,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0
ɔ̰,back=1 consonantal=-1 creaky=1 high=-1 low=1 round=1 syllabic=1,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ɕ,consonantal=1 continuant=1 coronal=1 dorsal=1 sibilant=1 sonorant=-1 syllabic=-1 voice=-1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,-1,0,0,0,0,0,0,0,0,-1
ɖ,consonantal=1 continuant=-1 coronal=1 distributed=-1 syllabic=-1 voice=1,0,0,0,0,0,0,0,1,0,-1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1
ɖɻ̝,consonantal=1 continuant=-1 coronal=1 distributed=-1 strident=1 syllabic=-1 voice=1,0,0,0,0,0,0,0,1,0,-1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,1
ɖʐ,consonantal=1 continuant=-1 coronal=1 distributed=-1 sibilant=1 strident=1 syllabic=-1 voice=1,0,0,0,0,0,0,0,1,0,-1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-1,0,0,0,0,0,0,0,0,1
ɖʐː,consonantal=1 continuant=-1 coronal=1 distributed=-1 length=1 sibilant=1 strident=1 syllabic=-1 voice=1,0,0,0,0,0,0,0,1,0,-1,1,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,-1,0,0,0,0,0,0,0,0,1
ɖʱ,breathy=1 consonantal=1 continuant=-1 coronal=1 distributed=-1 syllabic=-1 voice=1,0,0,0,0,1,0,0,1,0,-1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1
ɖːʐ,consonantal=1 continuant=-1 coronal=1 distributed=-1 length=1 sibilant=1 strident=1 syllabic=-1 voice=1,0,0,0,0,0,0,0,1,0,-1,1,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,-1,0,0,0,0,0,0,0,0,1
ɖ̤,breathy=1 consonantal=1 continuant=-1 coronal=1 distributed=-1 syllabic=-1 voice=1,0,0,0,0,1,0,0,1,0,-1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1
ɖᶼ,consonantal=1 continuant=-1 coronal=1 distributed=-1 sibilant=1 strident=1 syllabic=-1 voice=1,0,0,0,0,0,0,0,1,0,-1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-1,0,0,0,0,0,0,0,0,1
ɗ,anterior=1 consonantal=1 constricted=1 coronal=1 distributed=1 syllabic=-1 voice=1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1
ɗ̥,anterior=1 consonantal=1 constricted=1 coronal=1 distributed=1 syllabic=-1 voice=-1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1
ɗ̼,consonantal=1 constricted=1 coronal=1 labial=1 syllabic=-1 voice=1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1
ɘ,centralized=1 consonantal=-1 high=1 low=-1 round=-1 syllabic=1,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ɘː,centralized=1 consonantal=-1 high=1 length=1 low=-1 round=-1 syllabic=1,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,1,0,0,0,1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ɘ̃,centralized=1 consonantal=-1 high=1 low=-1 nasal=1 round=-1 syllabic=1,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,-1,1,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ɘ̃ː,centralized=1 consonantal=-1 high=1 length=1 low=-1 nasal=1 round=-1 syllabic=1,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,1,0,0,0,1,-1,1,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ə,centralized=1 consonantal=-1 high=0 low=0 round=-1 syllabic=1,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
əː,centralized=1 consonantal=-1 high=0 length=1 low=0 round=-1 syllabic=1,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
əːː,centralized=1 consonantal=-1 high=0 length=2 low=0 round=-1 syllabic=1,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ə˞,centralized=1 consonantal=-1 high=0 low=0 rhotacized=1 round=-1 syllabic=1,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ə̃,centralized=1 consonantal=-1 high=0 low=0 nasal=1 round=-1 syllabic=1,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ə̃ː,centralized=1 consonantal=-1 high=0 length=1 low=0 nasal=1 round=-1 syllabic=1,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ə̆,centralized=1 consonantal=-1 high=0 length=-2 low=0 round=-1 syllabic=1,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ə̤ːː,breathy=1 centralized=1 consonantal=-1 high=0 length=2 low=0 round=-1 syllabic=1,0,0,0,0,1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ə̰,centralized=1 consonantal=-1 creaky=1 high=0 low=0 round=-1 syllabic=1,0,0,0,0,0,1,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ɛ,back=-1 consonantal=-1 high=-1 low=1 round=-1 syllabic=1,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ɛː,back=-1 consonantal=-1 high=-1 length=1 low=1 round=-1 syllabic=1,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,1,1,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ɛːː,back=-1 consonantal=-1 high=-1 length=2 low=1 round=-1 syllabic=1,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,2,1,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ɛ̃,back=-1 consonantal=-1 high=-1 low=1 nasal=1 round=-1 syllabic=1,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,1,1,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ɛ̃ː,back=-1 consonantal=-1 high=-1 length=1 low=1 nasal=1 round=-1 syllabic=1,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,1,1,1,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ɛ̑,back=-1 consonantal=-1 high=-1 low=1 round=-1 syllabic=-1,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0
